"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
S074,724,91,20:00:00,"Certificate $1000.00 off Roof or Windows",1000.00,"This certificates entitles the owner to receive $1000.00 off any purchase of any of Minard Home Improvement products with a minimum purchase of $5000.00.  Minard has been in business and been serving the GTA since 1978. Specializing in roofing, windows, doors, insulation and siding work.  Offer the best warranties in the industry. Great deal on any of their work and products.","Minard Group"
U088,725,91,20:00:00,"Certificate - Tree, Shrub or Hedge Project",500.00,"Ferris the Forester - Brent Ferris and his dedicated team will give you honest, insightful advice about many of your tree problems.  Whether its' an arborist report, trimming or remove of trees, shrubs or correcting root strangulation, you wont' go wrong with the Ferris Team.  We cover the GTA, out to Oakville, Oshawa and North to Newmarket.Pruning, Trimming Shrub & TreesTree Removal & StumpsTree consulting -- we tell it like it is416-460-5704","Ferris the Forester"
S067,729,92,20:10:00,"Pair of Gold Hockey Tickets ",406.00,"Michael E. Shea has donated these hockey tickets for the Maple Leafs to play the  Tampa Bay Lightning.  Seat in the Gold section Row 17, Section 109, Seat 13 and 14 on January 3rd, 2012. Take a friend to watch your favorite team win. ","durno & shea"
X051,730,92,20:10:00,"2 Leafs vs. Minnesota Jan 19, (Golds)",406.00,"These are a pair of hockey tickets when the Maple Leafs play Minnesota on Thursday January 19, 2012 at 7:00 pm. These are fantastic seats at the Air Canada Centre located in Section 121, Row 19, Seats 11 & 12.","Hi-Rise Mechanical Contracting Inc."
X023,731,92,20:10:00,"Royal Doulton Lady ""Winter Fun""",600.00,"Pretty Ladies ""Winter Fun"" is a Royal Doulton Seasons Pastimes figurine (HN5258),She is dressed in red with fur trim and hat.","Hardy Stevenson + Assoc.Ltd."
S084,732,92,20:10:00,"Globe and Mail package, one-year subscription and items",650.00,"This fantastic package from The Globe and Mail includes a 52-week complimentary subscription to Canada's National newspaper plus a package of travel and golfing accessories valued at over $200. The Globe and Mail takes immense pride in being the authorative source for news that matters. Its goal is to deliver quality reporting on the issues affecting Canada as a nation, both domestically and on the world stage.","The Globe & Mail"
U007,733,92,20:10:00,"Round of Golf for 4 at Copper Creek",680.00,"Includes shared use of golf cart and use of range facilities prior to your round.  Restricted to Weekdays before 10 AM and weekends after 12 PM.  Expires October 30, 2012.  WWW.Coppercreek.ca","Copper Creek Golf Club"
S286,734,92,20:10:00,"Arbonne Personal Care / Luxury Gift Basket",678.00,"Arbonne International is Safe and Beneficial Health and Beauty Products. This basket is full of extremely high quality skin care, hair care, and personal care products for both men and women.This Contains:1 x RE9 Advanced Set1 x Ginger Citrus Hair Care Set1 x Ginger Citrus Luxury Gift Set1 x Peppermint Body Care Set1 x Sky for Men Gift Set1 x FC5 Ultra-Hydrating Hand Crème1 x Mini Lip Polish Collection & Ornament","Arbonne International"
S103,737,93,20:20:00,"Pair of Hockey Tickets",190.00,"Cheer on your favorite team with this pair of hockey tickets for January 23rd, a Monday.  Sit in seats 13 and 14, Row 7, in Section 320.  Enjoy the game with a friend or family member, and have fun watching the Leafs play the New York Islanders.","Ron King"
S184,738,93,20:20:00,"Leafs vs. Minnesota Wild - Jan 19th",406.00,"Thursday January 19th 7:00pm.  section 109, row 12  These are amazing seats!  Second row Golds!  On the aisle and 12 rows from the ice.  On the top of the face off circle, visitors end.  These seats include cocktail service.  People are talking about the playoffs already!","Daniel Johnson Architect  Inc."
Y051,739,93,20:20:00,"Bra Fitting Party",500.00,"A Bra Fitting Soiree for a Girls night out! This package includes hors d'oeuvres, a Fresh Fruit Platter, and non-alcoholic cocktails for you and 5 to 9 of your friends. Each guest receives a $25.00 gift coupon and the Host receives a $75.00 coupon to shop at Premier Jour Fine Lingerie & Swimwear located at 1288 St. Clair West. Here's your chance to immerse yourself into a world of the most Exquisite Bra and Lingerie pieces. It'll be an evening of fun and laughter when you let your inner Diva come out!","Premier Jour Fine Lingerie"
